Run ID,Name,Source Type,Source Name,User,Status,batch_size,dropout_1,epochs,hidden_layer_1,hidden_layer_2,hidden_layer_3,learning_rate,accuracy,loss
0b0e8950420041988f50ab1bce0b990c,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.012718138004956043,25,76,118,67,0.00010110594086442488,0.3490789,1.405832249726822
3fe5709811d3407f857649270c37e535,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,65,65,0.0001,0.36324987,1.3966565274480562
3bc6c4741d80415fa473d5e69a5263c1,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.3828968453650786,27,86,108,128,0.00010113011801939203,0.35947096,1.4178828641549865
b9559c6324204208b51d9650b6f67ad5,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.42965914201041255,27,108,90,126,0.00010258566655083294,0.3684459,1.4105375613739242
58b0c19e262749c680d7bae2a1892bfd,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,130,65,0.0001,0.36088806,1.3934049979964298
48910ce4191c4772be8da3159fdc920c,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,130,65,0.0001,0.34860653,1.4094106617258555
6004010cc9614e55aeafd7da0ba9794d,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.4815729176362898,53,103,110,126,0.00010209573629610276,0.3405763,1.44788623923686
c019dd5ff9e948c0a96b3791d79e4258,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.01022555369904665,26,87,111,69,0.00011421274475794574,0.34246576,1.4313751565876291
10c7977f8f354bb29c9e7241b210d020,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.22204489545226452,54,129,100,66,0.00010109356647399487,0.3349079,1.4857262230631132
7817081f2b4a45a0b8751cbf8b6d298a,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.421097464712853,27,126,77,129,0.00010423206401887835,0.3292395,1.4209003128222566
67d58ef39f6642889bd83b6e84f71d12,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.018376498265494964,25,130,130,130,0.0001,0.33726972,1.4521690696033078
fb81a2b7f2b34256ba320da5a9e6e489,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.15083656959770025,25,111,130,65,0.0001,0.36655644,1.4099019712476588
2db2aa7d32d6492e9670f4c304dcb034,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.16267876115900717,25,130,65,65,0.0001,0.37080774,1.387963403516741
f1daadd9e5ae4cc8ab068e0e6c2b7416,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,130,65,0.0001,0.36183277,1.4010762919240922
fb2b8c1435804ff590ce3534dd6095f9,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,130,65,0.0001,0.36230513,1.4039739067874737
0ba4e1f060e34da0bd496947d4387e7c,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,130,130,0.0001,0.36183277,1.4025587341678676
