Run ID,Name,Source Type,Source Name,User,Status,batch_size,dropout_1,epochs,hidden_layer_1,hidden_layer_2,hidden_layer_3,learning_rate,accuracy,loss
f6fa4339a67d443c918a99a147605d6f,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.46700327919952944,25,103,91,84,0.0008924539054367299,0.336325,1.767247481132621
7b0ea972ba39491d8c4f6a35679555df,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.05781859677688171,25,127,84,82,0.000102493429665597,0.3519131,1.4156735761841732
4874cd29ddcb4a46b24ef1721c0fe524,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.010059148566126493,28,70,109,82,0.0009955470824497034,0.32168162,2.189060035036571
5c3ef5633a4848beaf0e8be15360ff06,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.4822138123734424,54,65,100,95,0.00010985036073478422,0.3462447,1.4439379208123506
7d3a4d3ecf3041a08b25151e50874a7f,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.17016591059866712,25,65,65,65,0.0001,0.34860653,1.4029290889626118
8fda71e07c314890b24b9ace48651b67,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.01,25,65,130,130,0.0001,0.3627775,1.386974461043059
6d5334b0769643cb9d6e846bcd12d50a,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.487859548720527,52,115,108,87,0.00010306705327338918,0.3561644,1.4242472541866018
ee9b3c3c00b14adb9172b1e9addf372e,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.48565378476490084,26,117,118,125,0.00011999312668942652,0.3575815,1.4108808111788622
f635a4976e3149139ebe716848a2fab9,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49018058924257757,26,89,113,65,0.0001032992086617403,0.369863,1.3875838553727562
233622bd90964adaad29f6ce2c9318d0,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.0114984188119815,26,72,75,128,0.00010352925268824926,0.35096836,1.4169207971487472
2855ae77a2da45d3aadcf0a4c2ae6f34,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.01,55,130,69,65,0.0001,0.34010392,1.5032345501344595
3f1fe3a8958f45638cac1585aeaa1892,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.4485526745406562,30,85,83,127,0.00010004994289126628,0.36608407,1.399855346822027
0f883636fd6a4ed0b1db2719810b8f46,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.010339854292822113,30,97,73,66,0.00010160539190751107,0.3448276,1.4246294516236035
f090804ca41d406f88304b5f569849b7,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,130,65,65,0.0001,0.3589986,1.4055948061729544
6dd94145f868479c9a06de8fb7e859f9,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,130,130,65,0.0001,0.35710913,1.4057806748062818
76da35728b114efa8c122f8afec4501e,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,55,112,65,130,0.001,0.31743032,2.545063269672109
4df3e50b6ebe49909d509f638b6950fc,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.30376638484207963,25,74,70,67,0.00010289941638484236,0.35805386,1.4043894116558246
02e4ab49c56940ac8194a49d3abdc7f2,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.011848156552140688,25,117,128,77,0.00011087778544746445,0.36655644,1.4099703404440809
e3490109079c4284ad57d8580079dac5,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,112,65,0.0001,0.36608407,1.4058060343585796
85855f279cef4f148326578b68dd1efa,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.010297081590093583,26,113,84,69,0.00010381053212497545,0.35521966,1.4041076702858084
f58b5b9dc01d47c0a5ae006ad48e6598,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,84,130,65,0.0001,0.3755314,1.40815194862992
c10680039da84e438859b3f899956514,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,65,65,65,0.00028541226937449355,0.3476618,1.4540477813179813
72b6246772bd4eeb92b46e2e0fb9420f,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,25,130,65,130,0.0001,0.34955126,1.412746868916412
4439a24e3d8b475097a93f08f9f721fb,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.49999999999999994,55,65,65,65,0.0001,0.35285783,1.4170579536637264
00c140fbc52942c0a90ce34939db3aca,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.42953883843370116,47,86,102,99,0.0006990912214321946,0.33018422,2.067280817387709
73cdac4bf7864a9cb11ab3a14ba67cd7,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.04691896228409858,42,67,120,94,0.0008446151473238237,0.29995278,2.5198985444965647
80c8568a129c4535972283d55704e0de,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.05276270808452994,30,90,77,114,0.0001614141720723555,0.33585262,1.4858713737174647
04e31ea4198f4b8e8177fd1018cc4245,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.10873416514163665,25,80,81,109,0.0006810749571374125,0.33679736,1.8579802139481503
cbf795787dc1485fb5961154a528c7d1,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.09057530099130397,45,94,66,126,0.00024289384094106808,0.34529996,1.6306002691610535
72970d67843248d2b060489dc0933a3b,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.0620892129573355,28,105,90,129,0.0007243365608351751,0.30940008,2.191216826438904
fbc189e67071424d8c6776fc13ebaeb6,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.45121280712404854,26,99,91,68,0.00017091152151232276,0.3641946,1.40305316626136
84ebd5c932cb4ea7b9bb8e9d72f8ce2d,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.10944108064793875,53,65,129,105,0.00010164038588691214,0.33679736,1.4762168410998673
93c6985ad3024475b2c011b780554ff8,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.01246928584146196,39,87,74,107,0.0005272283709671439,0.32073689,2.1288291589537662
b24a576f33164253812345a7e918bff3,,LOCAL,practico_1_train_petfinder_busqueda.py,fidel,FINISHED,32,0.057207961669769575,49,77,116,104,0.0001258852700296547,0.3278224,1.5253076909193353
