Run ID,Name,Source Type,Source Name,User,Status,embedded_columns,epochs,num_layers,numerical_columns,one_hot_columns,optimizer_name,accuracy,loss,val_accuracy,val_loss
48e9e7870aef4e24899252f6adc1e4c4,Modelo 1 Combinación 3,LOCAL,practico_1_train_petfinder_modelos.py,fidel,FINISHED,"{'Breed1': 308, 'Breed2': 308}",20,11,"['Age', 'Fee']","{'Gender': 3, 'Color1': 7, 'Color2': 7, 'Color3': 7, 'Type': 2, 'MaturitySize': 4, 'Sterilized': 3, 'Vaccinated': 3, 'Health': 3}",Adam,0.40732428,1.3400436588384241,0.3490789,1.411627228580304
9a45302038a34bf28f468296f9a76a1d,Modelo 1 Combinación 2,LOCAL,practico_1_train_petfinder_modelos.py,fidel,FINISHED,"{'Breed1': 308, 'Breed2': 308}",20,11,"['Age', 'Fee']","{'Gender': 3, 'Color1': 7, 'Type': 2, 'MaturitySize': 4, 'Sterilized': 3}",Adam,0.39586532,1.3539928544433737,0.36183277,1.40839139027382
cf55a8d6756a4db8b0556e61a021dacf,Modelo 1 Combinación 1,LOCAL,practico_1_train_petfinder_modelos.py,fidel,FINISHED,{'Breed1': 308},20,8,"['Age', 'Fee']","{'Gender': 3, 'Color1': 7}",Adam,0.35369167,1.4103189689199107,0.3075106,1.446232375813954
